Index,Temp,variable,Harbour porpoise,Seals,Sharks,Rays,Cod (adult),Whiting (adult),Other gadoids,Demersal fish,Herring (adult),Herring (adult) (Ru),Juvenile Herring (Ru),Sprat,Mackerel,Mackerel (Ru),Horse mackerel,Sandeels,Plaice (adult),Dab,Other flatfish,Sole (adult),Sea Bass,Sea Bass (Ru),Pelagic fish,Squid & cuttlefish,Carnivorous plankton,Temora longicornis,Herbivorous plankton (copepods),Gelatinous zooplankton,Large crabs + shrimps ,Blue mussels (aquaculture),Epifaunal macrobenthos (mobile grazers),Infaunal macrobenthos,Crangon (below 5cm),Small mobile epifauna (swarming crustaceans),Small infauna (polychaetes),Sessile epifauna
253,8.4,8.416666667,0.999522133,0.998866087,0.956889547,0.974454289,0.999930085,0.99037734,0.869440556,0.988990175,0.999799946,0.990193444,0.981770452,0.999913965,0.937818963,0.994454012,0.928231018,0.948726605,0.978534117,0.90544357,0.70960641,0.846316443,0,0,0.884608761,0.859267293,0.998303819,0.996975993,0.961726448,0.999822739,0.919672566,0.999356179,0.983319554,0.970071617,0.872437681,0.437176143,0.996463878,0.999970568
254,8.433333333,8.45,0.99954054,0.998916004,0.958335711,0.975722181,0.999926067,0.991370529,0.875209307,0.989432136,0.999809911,0.99056914,0.982735357,0.999924991,0.941146676,0.994281032,0.930612606,0.950550615,0.97927467,0.909302451,0.722095596,0.852233934,0,0,0.888521264,0.863722654,0.99823481,0.997092607,0.963398002,0.999830307,0.923962176,0.999381664,0.983907096,0.971231985,0.877195555,0.461685328,0.996603899,0.999972083
255,8.466666667,8.483333333,0.999558239,0.998963727,0.959735404,0.976928634,0.999921819,0.992262008,0.880758126,0.989856537,0.999819379,0.990930574,0.983650039,0.999934604,0.944306877,0.994102688,0.932920875,0.952312998,0.979990196,0.913018977,0.734248808,0.857961816,0,0,0.892317257,0.868058624,0.998162999,0.997204738,0.964999209,0.999837552,0.928040637,0.999406141,0.984474269,0.972348645,0.881800011,0.486381135,0.996738394,0.999973521
256,8.5,8.516666667,0.999575256,0.999009351,0.961089984,0.978076481,0.999917327,0.993062037,0.886092327,0.990264062,0.999828377,0.991278278,0.984517024,0.999942985,0.947306888,0.993918817,0.935157707,0.954015609,0.980681507,0.91659718,0.746057449,0.863503228,0,1,0.895999121,0.872277036,0.998088273,0.997312555,0.966532803,0.999844488,0.931916461,0.99942965,0.985021758,0.973423148,0.886254213,0.511143619,0.996867579,0.999974885
257,8.533333333,8.55,0.999591618,0.999052968,0.962400779,0.979168438,0.999912577,0.993779869,0.891217379,0.990655369,0.999836926,0.991612765,0.985338722,0.999950292,0.950153828,0.993729249,0.93732496,0.95566026,0.981349389,0.920041075,0.757514661,0.868861494,0,1,0.899569264,0.876379785,0.998010512,0.997416225,0.968001429,0.999851128,0.935598014,0.999452229,0.985550224,0.974456993,0.890561396,0.535851531,0.996991663,0.999976178
258,8.566666667,8.583333333,0.999607349,0.999094666,0.963669085,0.980207108,0.999907554,0.994423848,0.896138867,0.991031091,0.999845049,0.991934529,0.986117426,0.999956662,0.952854607,0.99353381,0.939424468,0.957248726,0.981994604,0.923354654,0.768615272,0.874040101,0,1,0.903030115,0.880368819,0.997929596,0.997515905,0.969407647,0.999857484,0.939093502,0.999473914,0.986060308,0.975451635,0.894724854,0.560384691,0.997110846,0.999977405
259,8.6,8.616666667,0.999622475,0.99913453,0.964896169,0.981194985,0.999902242,0.99500149,0.900862468,0.991391837,0.999851067,0.992244045,0.986855323,0.999962216,0.955415918,0.993332321,0.941458038,0.958782739,0.982617894,0.926541879,0.779355731,0.879042677,0,1,0.906384116,0.884246134,0.997845395,0.997611749,0.970753935,0.999863569,0.942410946,0.999494742,0.986552632,0.976408484,0.898747927,0.5846263,0.997225321,0.999978569
260,8.633333333,8.65,0.999637019,0.99917264,0.966083267,0.982134454,0.999896625,0.995519564,0.905393919,0.991738195,0.999846369,0.992541772,0.987554493,0.999967058,0.957844234,0.993124596,0.943427451,0.960263994,0.983219976,0.929606671,0.789734024,0.883872969,0,1,0.909633718,0.888013769,0.997757778,0.997703903,0.972042685,0.999869394,0.945558172,0.999514745,0.987027796,0.977328904,0.902633989,0.608465133,0.997335271,0.999979672
261,8.666666667,8.683333333,0.999651002,0.999209074,0.967231584,0.983027801,0.999890686,0.995984157,0.909738996,0.992070727,0.999841522,0.992828153,0.988216918,0.99997128,0.960145807,0.992910447,0.945334458,0.961694142,0.983801547,0.932552902,0.799749589,0.888534828,0,1,0.912781373,0.891673795,0.997666606,0.99779251,0.973276208,0.999874971,0.948542794,0.999533956,0.987486384,0.978214215,0.906386439,0.631797491,0.997440876,0.999980719
262,8.7,8.716666667,0.999664447,0.999243904,0.968342296,0.98387721,0.999884405,0.99640075,0.913903489,0.992389979,0.999836522,0.993103615,0.988844483,0.999974961,0.962326664,0.992689676,0.947180781,0.963074797,0.984363282,0.935384394,0.809403221,0.893032188,0,1,0.915829534,0.895228314,0.997571735,0.997877704,0.974456737,0.999880309,0.951372207,0.999552408,0.987928957,0.979065695,0.910008689,0.654528873,0.997542306,0.999981712
263,8.733333333,8.75,0.999677374,0.999277201,0.969416551,0.984684771,0.999877763,0.996774266,0.91789318,0.992696471,0.999831365,0.993368566,0.989438982,0.99997817,0.964392608,0.992462083,0.94896811,0.96440753,0.984905836,0.938104907,0.818696975,0.89736905,0,1,0.918780646,0.898679452,0.997473018,0.997959617,0.975586423,0.99988542,0.954053578,0.999570129,0.988356063,0.979884579,0.913504156,0.676575299,0.997639726,0.999982654
264,8.766666667,8.783333333,0.999689803,0.999309033,0.970455464,0.985452481,0.99987074,0.997109133,0.921713828,0.992990706,0.999826045,0.993623404,0.990002119,0.999980968,0.96634922,0.99222746,0.950698107,0.965693875,0.985429843,0.940718137,0.827634058,0.901549464,0,1,0.921637141,0.902029351,0.997370298,0.998038375,0.976667344,0.999890312,0.956593843,0.999587149,0.988768229,0.980672064,0.916876253,0.697864258,0.997733292,0.999983547
265,8.8,8.816666667,0.999701754,0.999339464,0.971460125,0.986182248,0.999863314,0.997409327,0.925371145,0.993273168,0.999820557,0.99386851,0.990535515,0.999983407,0.968201863,0.991985592,0.9523724,0.966935324,0.985935919,0.943227712,0.836218731,0.905577516,0,1,0.92440144,0.905280169,0.997263414,0.998114099,0.9777015,0.999894996,0.958999698,0.999603495,0.989165964,0.981429305,0.920128382,0.718335283,0.997823158,0.999984395
266,8.833333333,8.85,0.999713244,0.999368556,0.972431593,0.986875894,0.99985546,0.997678421,0.928870788,0.993544322,0.999814896,0.994104249,0.991040712,0.999985533,0.969955679,0.991736261,0.953992585,0.968133331,0.986424659,0.94563719,0.8444562,0.909457314,0,1,0.927075941,0.908434069,0.997152197,0.998186904,0.978690821,0.999899479,0.961277603,0.999619194,0.989549765,0.982157417,0.923263923,0.737940149,0.997909468,0.999985198
267,8.866666667,8.883333333,0.999724292,0.999396367,0.973370899,0.987535159,0.999847156,0.997919622,0.932218339,0.993804613,0.999809056,0.994330977,0.991519173,0.999987388,0.9716156,0.99147924,0.955560228,0.96928931,0.98689664,0.947950049,0.852352513,0.913192974,0,1,0.929663025,0.91149322,0.997036475,0.998256904,0.979637162,0.999903771,0.963433777,0.999634272,0.989920107,0.982857481,0.926286232,0.756642735,0.997992363,0.999985961
268,8.9,8.916666667,0.999734914,0.999422954,0.974279049,0.988161705,0.999838375,0.998135811,0.935419299,0.994054473,0.999803032,0.994549034,0.991972289,0.999989004,0.973186347,0.991214296,0.957076858,0.970404638,0.987352423,0.950169694,0.859914462,0.916788608,0,1,0.932165043,0.91445979,0.996916064,0.998324206,0.980542312,0.99990788,0.965474201,0.999648753,0.990277454,0.983530538,0.929198634,0.774418585,0.998071977,0.999986684
269,8.933333333,8.95,0.999745127,0.999448371,0.975157017,0.988757116,0.999829089,0.998329571,0.93847907,0.994294313,0.999796819,0.994758747,0.992401382,0.999990413,0.974672438,0.990941189,0.958543974,0.971480651,0.987792547,0.952299445,0.867149481,0.920248314,0,1,0.934584323,0.917335945,0.996790777,0.998388914,0.981407991,0.999911813,0.96740462,0.999662661,0.990622252,0.984177594,0.932004415,0.791254226,0.99814844,0.999987369
270,8.966666667,8.983333333,0.999754947,0.999472669,0.976005755,0.989322904,0.99981927,0.998503223,0.941402954,0.994524532,0.999790409,0.994960433,0.992807705,0.999991642,0.976078189,0.990659672,0.959963042,0.972518651,0.988217539,0.954342545,0.874065556,0.923576166,0,1,0.936923159,0.920123841,0.996660417,0.998451127,0.982235853,0.999915579,0.969230545,0.999676019,0.990954935,0.984799622,0.934706819,0.807146287,0.998221876,0.99998802
271,9,9.016666667,0.999764388,0.999495897,0.976826185,0.989860511,0.999808886,0.998658846,0.944196138,0.99474551,0.999783797,0.995154396,0.99319245,0.999992713,0.977407726,0.990369491,0.961335494,0.973519902,0.988627905,0.956302151,0.880671132,0.926776203,0,1,0.939183816,0.922825624,0.996524781,0.998510941,0.983027489,0.999919184,0.970957255,0.999688847,0.991275919,0.985397559,0.937309043,0.822100488,0.998292405,0.999988637
272,9.033333333,9.05,0.999773466,0.999518102,0.977619206,0.990371312,0.999797907,0.998798308,0.946863693,0.994957616,0.999776976,0.995340928,0.993556747,0.999993647,0.978664985,0.990070386,0.962662728,0.97448563,0.989024137,0.958181337,0.886975032,0.929852425,0,1,0.941368521,0.925443424,0.996383655,0.998568448,0.98378443,0.999922634,0.972589808,0.999701168,0.991585609,0.985972309,0.939814236,0.836130535,0.99836014,0.999989222
273,9.066666667,9.083333333,0.999782194,0.99953933,0.978385689,0.990856618,0.999786296,0.998923284,0.949410564,0.995161201,0.999769941,0.995520313,0.993901669,0.999994461,0.979853719,0.989762087,0.963946112,0.975417027,0.989406712,0.959983091,0.892986377,0.932808781,0,1,0.943479468,0.927979358,0.99623682,0.998623738,0.984508144,0.999925938,0.974133035,0.999713001,0.991884395,0.986524747,0.942225489,0.84925699,0.998425193,0.999989777
274,9.1,9.116666667,0.999790586,0.999559623,0.979126483,0.991317679,0.999774019,0.999035275,0.951841571,0.995356605,0.999762683,0.99569282,0.994228233,0.999995171,0.980977507,0.989444318,0.965186977,0.976315251,0.989776089,0.961710319,0.898714512,0.935649164,0,1,0.945518812,0.930435519,0.996084046,0.998676895,0.985200045,0.9999291,0.975591558,0.999724366,0.992172656,0.987055715,0.944545838,0.861506137,0.998487669,0.999990304
275,9.133333333,9.15,0.999798655,0.999579022,0.979842411,0.991755683,0.999761037,0.999135628,0.954161399,0.995544153,0.999755197,0.995858712,0.994537406,0.99999579,0.982039758,0.989116794,0.966386624,0.977181422,0.990132715,0.963365841,0.90416894,0.938377407,0,1,0.947488668,0.93281398,0.995925096,0.998728002,0.985861488,0.999932128,0.976969785,0.999735281,0.992450756,0.987566024,0.946778262,0.872908891,0.99854767,0.999990803
276,9.166666667,9.183333333,0.999806412,0.999597568,0.980534272,0.992171766,0.999747309,0.99922555,0.956374601,0.995724159,0.999747475,0.99601824,0.994830104,0.99999633,0.983043716,0.988779224,0.967546322,0.97801663,0.990477021,0.964952392,0.909359261,0.940997277,0,1,0.949391114,0.935116792,0.995759721,0.998777136,0.986493774,0.999935026,0.978271924,0.999745763,0.992719047,0.988056459,0.948925674,0.883499767,0.998605294,0.999991277
277,9.2,9.216666667,0.999813871,0.999615296,0.981202842,0.992567006,0.999732792,0.999306123,0.958485593,0.995896923,0.999739509,0.996171647,0.995107196,0.9999968,0.983992469,0.988431304,0.968667307,0.97882193,0.990809425,0.966472624,0.914295114,0.943512469,0,1,0.951228183,0.937345975,0.995587665,0.998824376,0.987098154,0.9999378,0.979501984,0.999755831,0.992977872,0.988527774,0.950990926,0.89331594,0.998660635,0.999991726
278,9.233333333,9.25,0.999821043,0.999632244,0.981848874,0.992942434,0.999717442,0.999378319,0.960498655,0.996062734,0.999731291,0.996319165,0.995369506,0.99999721,0.984888952,0.988072728,0.969750782,0.979598346,0.991130329,0.967929106,0.918986131,0.945926603,0,1,0.953001869,0.939503525,0.995408659,0.998869792,0.987675827,0.999940456,0.980663785,0.9997655,0.993227558,0.988980697,0.952976806,0.902396386,0.998713783,0.999992152
279,9.266666667,9.283333333,0.999827938,0.999648446,0.982473099,0.993299027,0.99970121,0.999443008,0.96241793,0.99622187,0.999722815,0.996461019,0.995617814,0.999997568,0.985735957,0.987703175,0.97079792,0.980346869,0.991440126,0.969324324,0.923441886,0.948243223,0,1,0.954714122,0.941591408,0.995222426,0.998913456,0.988227944,0.999942999,0.981760962,0.999774786,0.993468425,0.989415931,0.954886034,0.910781137,0.998764824,0.999992556
280,9.3,9.316666667,0.999834568,0.999663933,0.983076228,0.993637718,0.999684046,0.999500968,0.964247424,0.996374597,0.999714071,0.996597425,0.995852863,0.999997879,0.986536134,0.987322319,0.971809863,0.981068459,0.991739192,0.970660684,0.927671863,0.950465791,0,1,0.95636685,0.943611558,0.995028677,0.998955434,0.988755607,0.999945433,0.982796976,0.999783705,0.993700779,0.98983415,0.956721264,0.918510633,0.998813842,0.99999294
281,9.333333333,9.35,0.999840942,0.999678739,0.983658946,0.993959395,0.999665897,0.9995529,0.965991004,0.996521172,0.999705052,0.99672859,0.996075354,0.999998151,0.987292002,0.986929823,0.972787723,0.981764049,0.992027894,0.971940512,0.931685416,0.952597688,0,1,0.957961917,0.945565877,0.994827111,0.998995793,0.989259876,0.999947763,0.983775114,0.99979227,0.993924918,0.990236007,0.958485083,0.925625166,0.998860917,0.999993303
282,9.366666667,9.383333333,0.999847071,0.999692893,0.984221923,0.994264901,0.999646705,0.99959943,0.967652407,0.996661841,0.999695748,0.996854716,0.996285953,0.999998388,0.988005951,0.986525342,0.973732579,0.982434538,0.992306584,0.973166055,0.935491741,0.954642208,0,1,0.959501143,0.947456234,0.994617417,0.999034593,0.989741765,0.999949993,0.984698503,0.999800497,0.994141129,0.99062213,0.96018001,0.932164429,0.998906126,0.999993648
283,9.4,9.416666667,0.999852964,0.999706423,0.984765805,0.994555041,0.999626411,0.999641119,0.969235231,0.99679684,0.999686151,0.996975993,0.996485291,0.999998595,0.98868025,0.98610852,0.974645483,0.9830808,0.992575604,0.974339484,0.939099848,0.956602564,0,1,0.960986305,0.949284466,0.99439927,0.999071896,0.990202247,0.999952129,0.985570111,0.999808397,0.994349689,0.990993121,0.961808496,0.938167148,0.998949543,0.999993975
284,9.433333333,9.45,0.999858629,0.999719358,0.985291218,0.994830579,0.999604952,0.999678471,0.970742947,0.996926396,0.999676251,0.997092607,0.996673966,0.999998775,0.989317049,0.98567899,0.975527457,0.98370368,0.992835286,0.975462893,0.942518546,0.958481878,0,1,0.962419138,0.951052371,0.994172334,0.999107759,0.990642253,0.999954173,0.986392756,0.999815985,0.994550865,0.991349564,0.963372923,0.943670789,0.998991238,0.999994285
285,9.466666667,9.483333333,0.999864076,0.999731723,0.985798773,0.995092243,0.999582261,0.999711936,0.972178894,0.997050728,0.999666039,0.997204738,0.996852545,0.999998932,0.989918391,0.985236379,0.976379494,0.984303994,0.993085948,0.976538304,0.945756416,0.960283188,0,1,0.963801329,0.952761715,0.993936259,0.999142237,0.991062678,0.99995613,0.987169113,0.999823273,0.994744916,0.99169202,0.964875607,0.94871134,0.999031279,0.99999458
286,9.5,9.516666667,0.999869314,0.999743543,0.986289056,0.995340724,0.999558268,0.999741919,0.973546285,0.997170045,0.999655505,0.997312555,0.997021564,0.999999069,0.990486209,0.984780299,0.977202561,0.984882534,0.993327899,0.977567666,0.948821804,0.962009443,0,1,0.965134527,0.954414227,0.993690681,0.999175384,0.991464377,0.999958003,0.987901718,0.999830271,0.994932092,0.992021027,0.966318797,0.953323154,0.999069733,0.999994859
287,9.533333333,9.55,0.999874349,0.999754842,0.986762641,0.99557668,0.999532896,0.999768783,0.974848208,0.997284548,0.999644639,0.997416225,0.997181533,0.999999188,0.991022335,0.984310354,0.977997593,0.985440065,0.993561438,0.978552858,0.951722805,0.963663508,0,1,0.966420334,0.956011599,0.993435224,0.999207251,0.991848169,0.999959796,0.988592978,0.999836993,0.995112634,0.992337106,0.967704673,0.95753884,0.999106662,0.999995124
288,9.566666667,9.583333333,0.999879191,0.999765644,0.987220079,0.995800737,0.999506068,0.99979285,0.97608763,0.997394429,0.99963343,0.997515905,0.997332933,0.999999292,0.991528509,0.983826136,0.978765502,0.985977327,0.993786854,0.979495689,0.954467256,0.965248158,0,1,0.96766031,0.957555487,0.993169494,0.999237888,0.99221484,0.999961513,0.98924517,0.999843449,0.995286775,0.992640757,0.969035353,0.9613892,0.999142126,0.999995375
289,9.6,9.616666667,0.999883846,0.9999066,0.987661908,0.99601349,0.999477701,0.999814413,0.977267401,0.997499876,0.999621868,0.997611749,0.99747622,0.999999383,0.992006373,0.983327228,0.979507172,0.986495036,0.994004426,0.980397902,0.95706273,0.966766084,0,1,0.968855974,0.959047509,0.992893084,0.999267341,0.992565142,0.999963157,0.989860457,0.999849649,0.995454739,0.992932461,0.970312886,0.964903209,0.999176183,0.999995613
290,9.633333333,9.65,0.999888322,0.999903892,0.988088645,0.996215505,0.999447704,0.999833731,0.978390254,0.997601066,0.999609941,0.997703903,0.997611828,0.999999462,0.992457487,0.982813199,0.980223461,0.986993884,0.994214423,0.981261177,0.959516531,0.968219891,0,1,0.970008801,0.960489247,0.992605573,0.999295657,0.992899794,0.99996473,0.990440882,0.999855603,0.995616744,0.993212681,0.971539258,0.968108013,0.999208889,0.999995839
291,9.666666667,9.683333333,0.999892625,0.999901105,0.988500796,0.99640732,0.999415986,0.999851039,0.97945881,0.997698169,0.999597638,0.99779251,0.997740166,0.999999531,0.992883326,0.982283608,0.980915201,0.987474538,0.994417106,0.982087128,0.961835692,0.969612101,0,1,0.971120228,0.961882246,0.992306521,0.999322879,0.993219487,0.999966236,0.990988385,0.999861322,0.995772999,0.993481864,0.972716394,0.971028963,0.999240298,0.999996053
292,9.7,9.716666667,0.999896763,0.999898238,0.988898845,0.996589447,0.999382448,0.999866546,0.980475583,0.997791351,0.999584947,0.997877704,0.997861622,0.999999591,0.993285285,0.981738001,0.9815832,0.987937647,0.994612728,0.982877309,0.964026978,0.970945152,0,1,0.972191648,0.963228013,0.991995471,0.99934905,0.993524878,0.999967678,0.991504798,0.999866814,0.995923707,0.993740439,0.973846154,0.973689657,0.999270461,0.999982443
293,9.733333333,9.75,0.999900741,0.999895287,0.989283265,0.99676237,0.999346985,0.999880438,0.981442981,0.997880768,0.999571857,0.997959617,0.997976563,0.999999643,0.993664685,0.981175914,0.982228241,0.988383835,0.99480153,0.983633214,0.966096881,0.972221401,0,1,0.973224415,0.96452802,0.991671951,0.99937421,0.993816601,0.999969058,0.991991857,0.999872089,0.996069063,0.993988817,0.974930339,0.976112004,0.999299427,0.999981901
294,9.766666667,9.783333333,0.999904566,0.999892251,0.989654513,0.996926553,0.999309487,0.999892885,0.982363307,0.997966573,0.999558353,0.998038375,0.998085338,0.999999689,0.994022778,0.980596868,0.982851085,0.988813705,0.994983749,0.984356279,0.968051628,0.973443122,1,1,0.974219843,0.965783699,0.99133547,0.999398398,0.994095258,0.999970379,0.992451203,0.999877154,0.996209255,0.994227398,0.975970689,0.978316297,0.999327243,0.999981343
295,9.8,9.816666667,0.999908243,0.999889127,0.990013029,0.997082435,0.999269837,0.999904036,0.98323877,0.99804891,0.999544424,0.998114099,0.998188277,0.999999729,0.994360744,0.980000373,0.983452468,0.98922784,0.995159612,0.985047886,0.969897183,0.974612515,1,1,0.975179208,0.96699645,0.990985517,0.999421652,0.99436143,0.999971644,0.992884391,0.99988202,0.996344466,0.994456562,0.976968886,0.980321287,0.999353956,0.999980768
296,9.833333333,9.85,0.999911779,0.999885913,0.990359243,0.997230432,0.999227912,0.999914026,0.984071481,0.99812792,0.999530056,0.998186904,0.99828569,0.999999764,0.994679704,0.979385926,0.984033104,0.989626805,0.995329339,0.985709361,0.971639249,0.975731699,1,1,0.976103748,0.968167633,0.990621564,0.999444007,0.994615667,0.999972855,0.993292888,0.999886692,0.996474871,0.994676677,0.977926554,0.982144268,0.999379609,0.999980174
297,9.866666667,9.883333333,0.999915178,0.999882605,0.990693567,0.997370942,0.999183582,0.999922976,0.984863459,0.998203736,0.999515235,0.998256904,0.998377874,0.999999794,0.994980714,0.97875301,0.984593685,0.990011142,0.995493141,0.986341978,0.973283277,0.976802719,1,1,0.976994663,0.969298574,0.990243061,0.999465499,0.994858501,0.999974014,0.993678084,0.99989118,0.99660064,0.994888098,0.978845264,0.983801165,0.999404244,0.999979563
298,9.9,9.916666667,0.999918447,0.999879201,0.991016402,0.997504341,0.999136709,0.999930995,0.985616634,0.998276487,0.999499946,0.998324206,0.998465109,0.99999982,0.995264775,0.978101097,0.985134882,0.990381378,0.995651223,0.986946962,0.974834473,0.977827546,1,1,0.977853115,0.970390564,0.989849438,0.999486161,0.995090437,0.999975124,0.994041289,0.99989549,0.996721936,0.995091162,0.979726529,0.985306612,0.999427901,0.999978932
299,9.933333333,9.95,0.999921589,0.999875699,0.991328137,0.997630988,0.999087147,0.999938179,0.986332853,0.998346296,0.999484176,0.998388914,0.998547659,0.999999843,0.995532832,0.977429642,0.985657345,0.990738019,0.995803784,0.987525486,0.976297798,0.978808081,1,1,0.978680233,0.971444859,0.989440105,0.999506024,0.99531196,0.999976186,0.994383746,0.999899629,0.996838918,0.995286199,0.980571811,0.986674044,0.99945062,0.999978283
300,9.966666667,9.983333333,0.999924611,0.999872095,0.991629146,0.997751222,0.999034743,0.999944615,0.987013878,0.998413282,0.999467908,0.998451127,0.998625776,0.999999863,0.995785778,0.976738089,0.986161703,0.991081556,0.995951015,0.98807868,0.977677981,0.97974615,1,1,0.979477109,0.972462678,0.989014449,0.999525119,0.995523532,0.999977203,0.994706627,0.999903604,0.996951739,0.995473522,0.98138252,0.987915778,0.999472436,0.999977613
301,10,10.01666667,0.999927516,0.999868386,0.991919791,0.997865367,0.998979333,0.999950381,0.987661392,0.998477559,0.999451128,0.998510941,0.998510941,0.999999881,0.996024459,0.976025867,0.986648565,0.991412461,0.9960931,0.988607624,0.978979527,0.980643518,1,1,0.980244802,0.97344521,0.988571832,0.999543477,0.995725597,0.999978176,0.995011037,0.999907422,0.997060544,0.995653433,0.982160014,0.98904309,0.999493387,0.999976922
302,10.03333333,10.05,0.999930309,0.999864571,0.992200425,0.99797373,0.998920746,0.999955546,0.988277003,0.998539236,0.999433819,0.998451127,0.998451127,0.999999896,0.996249673,0.97529239,0.987118522,0.99173119,0.996230218,0.989113359,0.98020672,0.981501877,1,1,0.980984334,0.974393609,0.988111597,0.999561126,0.995918578,0.999979108,0.995298025,0.999911088,0.997165477,0.995826223,0.982905605,0.990066295,0.999513506,0.99997621
303,10.06666667,10.08333333,0.999932995,0.999860644,0.992471385,0.998076602,0.9988588,0.999960174,0.988862246,0.998598418,0.999415964,0.998388914,0.998388914,0.99999991,0.996462174,0.974537058,0.987572146,0.992038185,0.996362541,0.989596878,0.981363631,0.982322858,1,1,0.9816967,0.975308995,0.98763306,0.999578092,0.996102881,0.99998,0.995568577,0.99991461,0.997266674,0.995992172,0.983620555,0.990994819,0.999532827,0.999975477
304,10.1,10.11666667,0.999935577,0.999856604,0.992733002,0.998174261,0.998793302,0.99996432,0.989418584,0.998655205,0.999397547,0.998324206,0.998324206,0.999999921,0.996662674,0.973759256,0.988009989,0.992333871,0.996490236,0.990059139,0.982454132,0.98310803,1,1,0.982382858,0.976192456,0.98713551,0.999594403,0.996278892,0.999980854,0.995823627,0.999917992,0.997364268,0.996151548,0.98430608,0.991837267,0.99955138,0.99997472
305,10.13333333,10.15,0.999938059,0.999852446,0.992985591,0.998266971,0.998724051,0.999968035,0.989947416,0.998709695,0.999378549,0.998256904,0.998256904,0.999999931,0.996851847,0.972958355,0.988432587,0.992618657,0.996613464,0.990501056,0.983481896,0.983858899,1,1,0.983043738,0.977045051,0.986618215,0.999610083,0.996446982,0.999981672,0.996064056,0.99992124,0.997458386,0.99630461,0.984963353,0.992601491,0.999569197,0.999973941
306,10.16666667,10.18333333,0.999957058,0.999848168,0.993229461,0.99835498,0.99865083,0.999971363,0.990450073,0.998761979,0.999358953,0.998186904,0.998186904,0.99999994,0.99703033,0.972133708,0.988840459,0.992892939,0.996732379,0.990923508,0.984450412,0.984576915,1,1,0.983680237,0.977867805,0.986080411,0.999625158,0.996607505,0.999982455,0.996290695,0.999924359,0.997549152,0.996451606,0.985593501,0.99329465,0.999586307,0.999973137
307,10.2,10.21666667,0.999955744,0.999843766,0.993464908,0.998438527,0.998573414,0.999974344,0.990927827,0.998812147,0.999338739,0.998114099,0.998114099,0.999999948,0.997198721,0.971284655,0.989234105,0.993157099,0.996847132,0.991327336,0.985362985,0.98526347,1,1,0.984293226,0.978661714,0.985521311,0.99963965,0.996760799,0.999983204,0.996504329,0.999927355,0.997636684,0.996592775,0.986197612,0.993923265,0.999602737,0.999972308
308,10.23333333,10.25,0.999954389,0.999839237,0.993692219,0.998517837,0.998491562,0.999977015,0.991381887,0.998860285,0.999317888,0.998038375,0.998038375,0.999999954,0.99735759,0.970410521,0.989614012,0.993411506,0.996957867,0.991713348,0.98622275,0.9859199,1,1,0.984883544,0.979427744,0.984940097,0.999653582,0.996907188,0.999983921,0.996705701,0.999930232,0.997721096,0.996728346,0.98677673,0.994493275,0.999618516,0.999971454
309,10.26666667,10.28333333,0.999952994,0.999834576,0.993911672,0.998593124,0.998405021,0.999979408,0.99181341,0.998906474,0.99929638,0.997959617,0.997959617,0.99999996,0.997507471,0.969510612,0.989980648,0.993656516,0.997064724,0.992082316,0.987032678,0.986547488,1,1,0.985452003,0.980166831,0.984335922,0.999666975,0.997046981,0.999984608,0.996895508,0.999932996,0.997802501,0.99685854,0.987331862,0.995010085,0.999633667,0.999970574
310,10.3,10.31666667,0.999951555,0.99982978,0.994123535,0.998664593,0.998313523,0.999981552,0.992223496,0.998950793,0.999274195,0.997877704,0.997877704,0.999999965,0.997648871,0.96858422,0.990334469,0.993892469,0.997167838,0.992434981,0.987795582,0.987147468,1,1,0.985999389,0.980879883,0.98370791,0.999679851,0.997180473,0.999985265,0.997074411,0.999935649,0.997881004,0.996983568,0.987863975,0.995478613,0.999648217,0.999969666
311,10.33333333,10.35,0.999950073,0.999824845,0.994328068,0.998732435,0.998216787,0.999983473,0.992613192,0.998993317,0.99925131,0.99779251,0.99779251,0.99999997,0.997782267,0.96763062,0.990675912,0.994119699,0.997267341,0.992772052,0.988514124,0.987721022,1,1,0.986526461,0.981567782,0.983055152,0.999692229,0.997307947,0.999985894,0.997243033,0.999938198,0.997956708,0.997103635,0.988374001,0.995903329,0.99966219,0.99996873
312,10.36666667,10.38333333,0.999948545,0.999819767,0.994525522,0.998796835,0.998114511,0.999985193,0.992983497,0.99903412,0.999227704,0.997703903,0.997703903,0.999999974,0.99790811,0.966649071,0.991005403,0.994338522,0.997363356,0.993094209,0.989190825,0.988269285,1,1,0.987033951,0.98223138,0.98237671,0.999704129,0.997429673,0.999986496,0.997401961,0.999940646,0.998029712,0.997218936,0.988862834,0.996288299,0.999675607,0.999967766
313,10.4,10.41666667,0.99994697,0.999814542,0.994716138,0.998857967,0.998006382,0.999986735,0.993335364,0.999073271,0.999203355,0.997611749,0.997611749,0.999999977,0.998026827,0.965638815,0.991323352,0.994549247,0.997456007,0.993402102,0.989828067,0.988793346,1,1,0.987522569,0.982871503,0.981671611,0.999715568,0.997545908,0.999987073,0.99755175,0.999942997,0.998100114,0.99732966,0.989331335,0.996637214,0.999688492,0.999966772
